lat,long,delta_long,delta_lat
44.7,-169.8,-0.220949650696375,-0.0712085780857583
45.7,-169.8,-0.171513263171784,-0.0860367609579785
46.7,-169.8,-0.12191725799241,-0.100724209086714
47.7,-169.8,-0.0721557342472425,-0.115258205810217
48.7,-169.8,-0.0222227910252716,-0.129626034466738
49.7,-169.8,0.0278874725845127,-0.143814978394529
29.7,-168.8,-0.957964479361508,0.16540000954817
30.7,-168.8,-0.910403078666879,0.149785258761318
31.7,-168.8,-0.862758829497788,0.134127535612453
32.7,-168.8,-0.81502663279483,0.118439363419193
33.7,-168.8,-0.767201389498597,0.102733265499158
34.7,-168.8,-0.719278000549685,0.087021765169969
35.7,-168.8,-0.671251366888687,0.0713173857492441
36.7,-168.8,-0.623116389456199,0.0556326505546034
37.7,-168.8,-0.574867969192812,0.0399800829036662
38.7,-168.8,-0.526501007039122,0.0243722061140521
39.7,-168.8,-0.478010403935723,0.00882154350338102
40.7,-168.8,-0.429391060823208,-0.0066593816107279
41.7,-168.8,-0.380637878642173,-0.0220580459106548
42.7,-168.8,-0.33174575833321,-0.0373619260787804
43.7,-168.8,-0.282709600836913,-0.0525584987974849
44.7,-168.8,-0.233524307093878,-0.0676352407491488
45.7,-168.8,-0.184184778044698,-0.0825796286161525
46.7,-168.8,-0.134685914629967,-0.0973791390808766
47.7,-168.8,-0.0850226177902787,-0.112021248825701
48.7,-168.8,-0.0351897884662279,-0.126493434533007
49.7,-168.8,0.0148176724015919,-0.140783172885175
29.7,-167.8,-0.968460848303707,0.171587562976473
30.7,-167.8,-0.921117512205578,0.155741334975781
31.7,-167.8,-0.873678107970299,0.139859364588999
32.7,-167.8,-0.826138429401121,0.123954037553023
33.7,-167.8,-0.778494270301301,0.108037739604752
34.7,-167.8,-0.730741424474092,0.092122856481081
35.7,-167.8,-0.68287568572275,0.0762217739189077
36.7,-167.8,-0.634892847850527,0.060346877655129
37.7,-167.8,-0.586788704660679,0.0445105534266416
38.7,-167.8,-0.53855904995646,0.0287251869703423
39.7,-167.8,-0.490199677541124,0.0130031640231282
40.7,-167.8,-0.441706381217926,-0.00264312967810414
41.7,-167.8,-0.39307495479012,-0.0182013083964575
42.7,-167.8,-0.344301192060961,-0.0336589863950353
43.7,-167.8,-0.295380886833703,-0.0490037779369405
44.7,-167.8,-0.246309832911599,-0.0642232972852764
45.7,-167.8,-0.197083824097906,-0.079305158703146
46.7,-167.8,-0.147698654195876,-0.0942369764536524
47.7,-167.8,-0.0981501170087646,-0.109006364799899
48.7,-167.8,-0.0484340063398261,-0.123600938004988
49.7,-167.8,0.00145388400768531,-0.138008310332024
29.7,-166.8,-0.978822202057213,0.177977666827305
30.7,-166.8,-0.931715402970803,0.161879868333083
31.7,-166.8,-0.884498759414374,0.14575371377453
32.7,-166.8,-0.837168979301327,0.129611485722382
33.7,-166.8,-0.78972277054506,0.113465466747378
34.7,-166.8,-0.742156841058974,0.0973279394202532
35.7,-166.8,-0.694467898756467,0.0812111863117448
36.7,-166.8,-0.646652651550939,0.06512748999259
37.7,-166.8,-0.598707807355789,0.0490891330335254
38.7,-166.8,-0.550630074084417,0.0331083980052878
39.7,-166.8,-0.502416159650222,0.0171975674786145
40.7,-166.8,-0.454062771966603,0.0013689240242418
41.7,-166.8,-0.405566618946961,-0.0143652497870929
42.7,-166.8,-0.356924408504694,-0.0299926713846531
43.7,-166.8,-0.308132848553202,-0.0455010581977018
44.7,-166.8,-0.259188647005884,-0.060878127655502
45.7,-166.8,-0.21008851177614,-0.0761115971873169
46.7,-166.8,-0.160829150777369,-0.0911891842224097
47.7,-166.8,-0.111407271922971,-0.106098606190043
48.7,-166.8,-0.0618195831263449,-0.120827580519481
49.7,-166.8,-0.0120627923008901,-0.135363824639986
29.7,-165.8,-0.989027671374688,0.184530323416611
30.7,-165.8,-0.94216512086333,0.168170698911095
31.7,-165.8,-0.895179311386594,0.151790230199486
32.7,-165.8,-0.848067816451942,0.135401109752082
33.7,-165.8,-0.800828209566829,0.119015530039178
34.7,-165.8,-0.753458064238713,0.10264568353107
35.7,-165.8,-0.705954953975052,0.0863037626980536
36.7,-165.8,-0.658316452283304,0.0700019600104243
37.7,-165.8,-0.610540132670926,0.0537524679384777
38.7,-165.8,-0.562623568645375,0.0375674789525097
39.7,-165.8,-0.51456433371411,0.0214591855228161
40.7,-165.8,-0.466360001384587,0.00543978011969254
41.7,-165.8,-0.418008145164265,-0.0104785447865651
42.7,-165.8,-0.369506338560602,-0.0262835967256613
43.7,-165.8,-0.320852155081053,-0.0419631832273003
44.7,-165.8,-0.272043168233078,-0.0575051118211863
45.7,-165.8,-0.223076951524134,-0.0728971900370236
46.7,-165.8,-0.173951078461678,-0.0881272254045166
47.7,-165.8,-0.124663122553169,-0.103183025453369
48.7,-165.8,-0.0752106573060627,-0.118052397713286
49.7,-165.8,-0.0255912562278179,-0.132723149713972
29.7,-164.8,-0.999056387008795,0.191205535060341
30.7,-164.8,-0.952435035783935,0.174583666787689
31.7,-164.8,-0.905678291443537,0.15794856089431
32.7,-164.8,-0.85878447480946,0.141312311466936
33.7,-164.8,-0.811751906703559,0.124687012592295
34.7,-164.8,-0.764578907947693,0.108084758357117
35.7,-164.8,-0.717263799363719,0.0915176428481323
36.7,-164.8,-0.669804901773493,0.0749977601520696
37.7,-164.8,-0.622200535998875,0.0585372043556585
38.7,-164.8,-0.574449022861719,0.0421480695456286
39.7,-164.8,-0.526548683183884,0.0258424498087097
40.7,-164.8,-0.478497837787228,0.0096324392316309
41.7,-164.8,-0.430294807493607,-0.00646986809887791
42.7,-164.8,-0.381937913124878,-0.0224523780960875
43.7,-164.8,-0.333425475502899,-0.0383029966732681
44.7,-164.8,-0.284755815449528,-0.0540096297436903
45.7,-164.8,-0.23592725378662,-0.0695601832206245
46.7,-164.8,-0.186938111336035,-0.0849425630173412
47.7,-164.8,-0.137786708919628,-0.100144675047111
48.7,-164.8,-0.0884713673592577,-0.115154425223204
49.7,-164.8,-0.0389904074767807,-0.129959719458891
29.7,-163.8,-1.00888747971219,0.197963304074442
30.7,-163.8,-0.962493517633396,0.181088612040736
31.7,-163.8,-0.915954227141781,0.164208352889442
32.7,-163.8,-0.869268488330375,0.147334492691754
33.7,-163.8,-0.822435181292204,0.130478997518868
34.7,-163.8,-0.775453186120297,0.113653833441979
35.7,-163.8,-0.728321382907679,0.0968709665322788
36.7,-163.8,-0.681038651747378,0.0801423628609639
37.7,-163.8,-0.63360387273242,0.063479988499228
38.7,-163.8,-0.586015925955832,0.0468958095182656
39.7,-163.8,-0.53827369151064,0.0304017919892714
40.7,-163.8,-0.490376049489873,0.0140099019834396
41.7,-163.8,-0.442321879986556,-0.00226789442803532
42.7,-163.8,-0.394110063093717,-0.018419631173959
43.7,-163.8,-0.345739478904382,-0.0344333421831369
44.7,-163.8,-0.297209007511578,-0.0502970613843746
45.7,-163.8,-0.248517529008331,-0.0659988227064777
46.7,-163.8,-0.19966392348767,-0.0815266600782517
47.7,-163.8,-0.15064707104262,-0.0968686074285023
48.7,-163.8,-0.101465851766208,-0.112012698686035
49.7,-163.8,-0.0521191457514619,-0.126946967779655
29.7,-162.8,-1.01850008023755,0.204763632774862
30.7,-162.8,-0.972308936312492,0.187655374748108
31.7,-162.8,-0.925965646037906,0.170549253215322
32.7,-162.8,-0.879469390971183,0.15345705525135
33.7,-162.8,-0.83281935266972,0.136390567931041
34.7,-162.8,-0.786014712690909,0.119361578329239
35.7,-162.8,-0.739054652592147,0.102381873520791
36.7,-162.8,-0.691938353930827,0.085463240580545
37.7,-162.8,-0.644664998264345,0.0686174665833462
38.7,-162.8,-0.597233767150096,0.0518563386040416
39.7,-162.8,-0.549643842145473,0.0351916437174778
40.7,-162.8,-0.501894404807872,0.0186351689985013
41.7,-162.8,-0.453984636694686,0.00219870152195879
42.7,-162.8,-0.405913719363312,-0.0141059716373034
43.7,-162.8,-0.357680834371143,-0.0302670634044385
44.7,-162.8,-0.309285163275574,-0.0462727867046
45.7,-162.8,-0.260725887634,-0.0621113544629415
46.7,-162.8,-0.212002189003815,-0.0777709796046162
47.7,-162.8,-0.163113248942415,-0.0932398750547776
48.7,-162.8,-0.114058249007193,-0.108506253738579
49.7,-162.8,-0.0648363707555447,-0.123558328581174
29.7,-161.8,-1.02787331933752,0.211566523477547
30.7,-161.8,-0.981849661722,0.194253794987676
31.7,-161.8,-0.935671075688489,0.176950908902391
32.7,-161.8,-0.889336716688378,0.159669400970536
33.7,-161.8,-0.842845740173056,0.142420806940953
34.7,-161.8,-0.796197301593911,0.125216662562483
35.7,-161.8,-0.749390556402334,0.108068503583968
36.7,-161.8,-0.702424660049713,0.0909878657542508
37.7,-161.8,-0.655298767987437,0.0739862848221732
38.7,-161.8,-0.608012035666895,0.0570752965365773
39.7,-161.8,-0.560563618539477,0.0402664366463053
40.7,-161.8,-0.512952672056572,0.0235712409001989
41.7,-161.8,-0.465178351669569,0.00700124504710047
42.7,-161.8,-0.417239812829857,-0.00943201516414821
43.7,-161.8,-0.369136210988825,-0.0257170039847049
44.7,-161.8,-0.320866701597863,-0.0418421856657275
45.7,-161.8,-0.272430440108359,-0.0577960244583741
46.7,-161.8,-0.223826581971703,-0.0735669846138026
47.7,-161.8,-0.175054282639283,-0.0891435303831709
48.7,-161.8,-0.12611269756249,-0.104514126017637
49.7,-161.8,-0.0770009821927121,-0.119667235768359
29.7,-160.8,-1.03698632776477,0.218331978498447
30.7,-160.8,-0.991084063762695,0.200853712837311
31.7,-160.8,-0.94502904365011,0.183392966981092
32.7,-160.8,-0.898819999438455,0.165960931674124
33.7,-160.8,-0.852455663139168,0.148568797660746
34.7,-160.8,-0.805934766763688,0.131227755685295
35.7,-160.8,-0.759256042323454,0.113948996492107
36.7,-160.8,-0.712418221829904,0.0967437108255192
37.7,-160.8,-0.665420037294478,0.0796230894298692
38.7,-160.8,-0.618260220728613,0.0625983230494938
39.7,-160.8,-0.570937504143748,0.0456806024287301
40.7,-160.8,-0.523450619551323,0.028881118311915
41.7,-160.8,-0.475798298962776,0.0122110614433857
42.7,-160.8,-0.427979274389546,-0.00431837743252093
43.7,-160.8,-0.37999227784307,-0.0206960075714678
44.7,-160.8,-0.331836041334789,-0.0369106382291177
45.7,-160.8,-0.28350929687614,-0.0529510786611339
46.7,-160.8,-0.235010776478563,-0.0688061381231791
47.7,-160.8,-0.186339212153496,-0.0844646258709164
48.7,-160.8,-0.137493335912378,-0.0999153511600088
49.7,-160.8,-0.0884718797666473,-0.115147123246119
29.7,-159.8,-1.04581823627196,0.225020000153507
30.7,-159.8,-0.999980512335356,0.207424968374886
31.7,-159.8,-0.953998077479347,0.189855074481863
32.7,-159.8,-0.907868773177908,0.172321049186926
33.7,-159.8,-0.861590440905009,0.154833623202563
34.7,-159.8,-0.815160922134622,0.13740352724126
35.7,-159.8,-0.76857805834072,0.120041492015506
36.7,-159.8,-0.721839690997273,0.102758248237788
37.7,-159.8,-0.674943661578253,0.0855645266205942
38.7,-159.8,-0.627887811557632,0.0684710578764118
39.7,-159.8,-0.580669982409382,0.0514885727177288
40.7,-159.8,-0.533288015607474,0.0346278018570324
41.7,-159.8,-0.48573975262588,0.0178994760068107
42.7,-159.8,-0.438023034938572,0.00131432587955094
43.7,-159.8,-0.390135704019521,-0.015116917812259
44.7,-159.8,-0.342075601342699,-0.0313835243561315
45.7,-159.8,-0.293840568382078,-0.047474763039579
46.7,-159.8,-0.245428446611629,-0.0633799031501139
47.7,-159.8,-0.196837077505324,-0.0790882139752484
48.7,-159.8,-0.148064302537135,-0.094588964802495
49.7,-159.8,-0.0991079631810333,-0.109871424919366
29.7,-158.8,-1.05434817561175,0.231590590758677
30.7,-158.8,-1.00850737734076,0.213937401678272
31.7,-158.8,-0.96253670473278,0.196316878435148
32.7,-158.8,-0.916432571863231,0.178739155333755
33.7,-158.8,-0.870191392807532,0.161214366678543
34.7,-158.8,-0.823809581641097,0.143752646773963
35.7,-158.8,-0.777283552439344,0.126364129924463
36.7,-158.8,-0.730609719277688,0.109058950434495
37.7,-158.8,-0.683784496231547,0.0918472426085083
38.7,-158.8,-0.636804297376336,0.0747391407509523
39.7,-158.8,-0.589665536787472,0.0577447791662776
40.7,-158.8,-0.542364628540372,0.0408742921589338
41.7,-158.8,-0.494897986710453,0.0241378140333714
42.7,-158.8,-0.447262025373129,0.00754547909403987
43.7,-158.8,-0.399453158603819,-0.00889257835461046
44.7,-158.8,-0.351467800477938,-0.0251662240081297
45.7,-158.8,-0.303302365070904,-0.0412653235620678
46.7,-158.8,-0.254953266458131,-0.0571797427119749
47.7,-158.8,-0.206416918715038,-0.0728993471534009
48.7,-158.8,-0.15768973591704,-0.0884140025818958
49.7,-158.8,-0.108768132139553,-0.10371357469301
29.7,-157.8,-1.06133971804846,0.238538434935058
30.7,-157.8,-1.01563095458649,0.220786930855614
31.7,-157.8,-0.969810504934613,0.203066903476432
32.7,-157.8,-0.9238722234692,0.185389801521892
33.7,-157.8,-0.877809964566626,0.167767073716374
34.7,-157.8,-0.83161758260327,0.150210168784259
35.7,-157.8,-0.785288931955506,0.132730535449926
36.7,-157.8,-0.738817866999709,0.115339622437756
37.7,-157.8,-0.692198242112254,0.0980488784721279
38.7,-157.8,-0.645423911669518,0.0808697522774226
39.7,-157.8,-0.598488730047874,0.06381369257802
40.7,-157.8,-0.5513865516237,0.0468921480983002
41.7,-157.8,-0.504111230773369,0.0301165675626432
42.7,-157.8,-0.456656621873258,0.013498399695429
43.7,-157.8,-0.409016579299741,-0.00295090677896225
44.7,-157.8,-0.36118370344094,-0.0192197761013651
45.7,-157.8,-0.313116266042279,-0.0352949720824484
46.7,-157.8,-0.264809642765699,-0.0511719642056318
47.7,-157.8,-0.216281850410303,-0.0668493232588839
48.7,-157.8,-0.1675509057752,-0.0823256200301732
49.7,-157.8,-0.118634825659493,-0.0975994253074684
29.7,-156.8,-1.06541893561254,0.246529336139971
30.7,-156.8,-1.02021048186625,0.22851588670586
31.7,-156.8,-0.974908726964192,0.21051431787226
32.7,-156.8,-0.929503020527873,0.192541602492404
33.7,-156.8,-0.883982712178795,0.174614713419526
34.7,-156.8,-0.838337151538461,0.15675062350686
35.7,-156.8,-0.792555688228374,0.138966305607639
36.7,-156.8,-0.746627671870035,0.121278732575097
37.7,-156.8,-0.700542452084948,0.103704877262467
38.7,-156.8,-0.654289378494616,0.086261712522983
39.7,-156.8,-0.60785780072054,0.0689662112098782
40.7,-156.8,-0.561237068384225,0.0518353461763861
41.7,-156.8,-0.514416531107171,0.0348860902757407
42.7,-156.8,-0.467385538510883,0.0181354163611751
43.7,-156.8,-0.420133440216863,0.00160029728592309
44.7,-156.8,-0.3726445440925,-0.0147017649018905
45.7,-156.8,-0.324765417746398,-0.0307462189777357
46.7,-156.8,-0.276492571816372,-0.0465444193605561
47.7,-156.8,-0.227913672060616,-0.062120580947609
48.7,-156.8,-0.179116384237324,-0.0774989186361518
49.7,-156.8,-0.13018837410469,-0.0927036473234417
29.7,-155.8,-1.06724312438329,0.255408573225649
30.7,-155.8,-1.02278383325657,0.237019366450241
31.7,-155.8,-0.978254464105795,0.218608651994616
32.7,-155.8,-0.933637878332524,0.200201990496386
33.7,-155.8,-0.88891693733831,0.181824942593165
34.7,-155.8,-0.844074502524709,0.163503068922565
35.7,-155.8,-0.799093435293272,0.145261930122199
36.7,-155.8,-0.753956597045556,0.12712708682968
37.7,-155.8,-0.708646849183114,0.10912409968262
38.7,-155.8,-0.6631470531075,0.0912785293186332
39.7,-155.8,-0.617440070220269,0.0736159363753314
40.7,-155.8,-0.571508761922974,0.0561618814903276
41.7,-155.8,-0.52533598961717,0.0389419253012347
42.7,-155.8,-0.47890461470441,0.0219816284456654
43.7,-155.8,-0.43219749858625,0.00530655156123272
44.7,-155.8,-0.385187031525238,-0.0110565980134988
45.7,-155.8,-0.337560257930945,-0.0270655086298196
46.7,-155.8,-0.289317609307388,-0.0427547745493916
47.7,-155.8,-0.240649157869421,-0.0581867106359126
48.7,-155.8,-0.191744975831898,-0.0734236317530807
49.7,-155.8,-0.142795135409671,-0.088527852764594
29.7,-154.8,-1.06748574455067,0.265014621483167
30.7,-154.8,-1.02390222553055,0.246187073526323
31.7,-154.8,-0.980281391037452,0.227295566267372
32.7,-154.8,-0.936597598931658,0.208376138272474
33.7,-154.8,-0.892825207073459,0.189464828107786
34.7,-154.8,-0.848938573323144,0.170597674339466
35.7,-154.8,-0.804912055541004,0.151810715533673
36.7,-154.8,-0.760720011587327,0.133139990256564
37.7,-154.8,-0.716336799322402,0.114621537074297
38.7,-154.8,-0.67173677660652,0.0962913945530304
39.7,-154.8,-0.626894301299969,0.0781856012589223
40.7,-154.8,-0.581783731263039,0.0603401957581304
41.7,-154.8,-0.536379424356019,0.042791216616813
42.7,-154.8,-0.490655738439199,0.0255747024011278
43.7,-154.8,-0.444587031372867,0.00872669167723307
44.7,-154.8,-0.398131028029543,-0.00771485888586023
45.7,-154.8,-0.350793662920628,-0.023685250187799
46.7,-154.8,-0.302582675634641,-0.039246680106613
47.7,-154.8,-0.253807695896682,-0.0545074303259618
48.7,-154.8,-0.204778353431852,-0.0695757825295049
49.7,-154.8,-0.155804277965253,-0.0845600184009018
29.7,-153.8,-1.06682025630462,0.275185956203603
30.7,-153.8,-1.02411687546129,0.255908711371671
31.7,-153.8,-0.981423182437192,0.236520721114401
32.7,-153.8,-0.938702984373781,0.217069218559303
33.7,-153.8,-0.895920088412529,0.197601436833885
34.7,-153.8,-0.853038301694903,0.178164609065657
35.7,-153.8,-0.810021431362372,0.158805968382129
36.7,-153.8,-0.766833284556403,0.139572747910809
37.7,-153.8,-0.723437668418464,0.120512180779207
38.7,-153.8,-0.679798390090024,0.101671500114832
39.7,-153.8,-0.63587925671255,0.0830979390451933
40.7,-153.8,-0.59164407542751,0.0648387306978006
41.7,-153.8,-0.547056653376373,0.0469411082001632
42.7,-153.8,-0.502080797700606,0.02945230467979
43.7,-153.8,-0.456680315541677,0.0124195532641905
44.7,-153.8,-0.410796395895808,-0.00410713096864478
45.7,-153.8,-0.363758509040157,-0.0200378528007723
46.7,-153.8,-0.315585691194024,-0.0354637863666951
47.7,-153.8,-0.266708674202361,-0.0505424580199238
48.7,-153.8,-0.217558189910118,-0.065431394113969
49.7,-153.8,-0.168564970162248,-0.0802881210023416
29.7,-152.8,-1.06592011983509,0.285761052678034
30.7,-152.8,-1.02397899982189,0.266073983423854
31.7,-152.8,-0.982113512983045,0.246229776959577
32.7,-152.8,-0.9402748367074,0.226286404095509
33.7,-152.8,-0.898414148383808,0.206301835641958
34.7,-152.8,-0.856482625401117,0.186334042409231
35.7,-152.8,-0.814431445148178,0.166440995207634
36.7,-152.8,-0.772211785013839,0.146680664847475
37.7,-152.8,-0.72977482238695,0.127111022139059
38.7,-152.8,-0.687071734656361,0.107790037892694
39.7,-152.8,-0.644053699210921,0.0887756829186869
40.7,-152.8,-0.600671893439479,0.0701259280273441
41.7,-152.8,-0.556877494730886,0.0518987440289729
42.7,-152.8,-0.512621680473991,0.0341521017338796
43.7,-152.8,-0.467855628057643,0.0169439719523714
44.7,-152.8,-0.422502997414421,0.000336002288477515
45.7,-152.8,-0.37574767261424,-0.0155557256178384
46.7,-152.8,-0.327624576381433,-0.0308497436641127
47.7,-152.8,-0.278671480846422,-0.0457515117199657
48.7,-152.8,-0.229426158139628,-0.060466489655018
49.7,-152.8,-0.180426380391473,-0.07520013733889
29.7,-151.8,-1.06545879533204,0.296578386197536
30.7,-151.8,-1.02403981538545,0.276572593120437
31.7,-151.8,-0.98278605735304,0.25636839422677
32.7,-151.8,-0.941633957981022,0.236032867619729
33.7,-151.8,-0.900519954015585,0.215633091402502
34.7,-151.8,-0.859380482202921,0.195236143678282
35.7,-151.8,-0.818151979289225,0.174909102550258
36.7,-151.8,-0.776770882020691,0.154719046121622
37.7,-151.8,-0.735173627143511,0.134733052495564
38.7,-151.8,-0.69329665140388,0.115018199775275
39.7,-151.8,-0.651076391547991,0.0956415660639455
40.7,-151.8,-0.608449284322038,0.0766702294647669
41.7,-151.8,-0.565351766472213,0.0581712680809297
42.7,-151.8,-0.521720274744712,0.0402117600156245
43.7,-151.8,-0.477491245885727,0.0228587833720422
44.7,-151.8,-0.432570694875774,0.00618395743583657
45.7,-151.8,-0.386054029967585,-0.0096712777880959
46.7,-151.8,-0.337997251592761,-0.0248482023333405
47.7,-151.8,-0.289015503888828,-0.0395943094282547
48.7,-151.8,-0.239723930993312,-0.0541570923011964
49.7,-151.8,-0.190737677043741,-0.0687840441805232
29.7,-150.8,-1.06610974298542,0.307476432053187
30.7,-150.8,-1.02485053892505,0.287294243898986
31.7,-150.8,-0.983874490225208,0.266882233339856
32.7,-150.8,-0.943101150243153,0.246313781870598
33.7,-150.8,-0.902450072336146,0.225662270986013
34.7,-150.8,-0.861840809861448,0.205001082180902
35.7,-150.8,-0.821192916176318,0.184403596950068
36.7,-150.8,-0.780425944638015,0.16394319678831
37.7,-150.8,-0.739459448603799,0.143693263190431
38.7,-150.8,-0.698212981430931,0.123727177651231
39.7,-150.8,-0.65660609647667,0.104118321665512
40.7,-150.8,-0.614558347098276,0.0849400767280748
41.7,-150.8,-0.571989286653009,0.0662658243337213
42.7,-150.8,-0.528818468498128,0.0481689459772523
43.7,-150.8,-0.484965445990894,0.0307228231534693
44.7,-150.8,-0.440319350570257,0.0140061510237623
45.7,-150.8,-0.393970457424901,-0.00181691846064349
46.7,-150.8,-0.346001637223902,-0.0169028127088532
47.7,-150.8,-0.297060131389543,-0.031530569146958
48.7,-150.8,-0.247793181344103,-0.0459792252010492
49.7,-150.8,-0.198848028509866,-0.060527818297218
29.7,-149.8,-1.06806737070338,0.318329391298881
30.7,-149.8,-1.02659652354031,0.298230616707969
31.7,-149.8,-0.985545465614574,0.277844914634946
32.7,-149.8,-0.944816497538666,0.257254493525291
33.7,-149.8,-0.90431191992509,0.236541561824478
34.7,-149.8,-0.863934033386351,0.215788327977985
35.7,-149.8,-0.82358513853495,0.195077000431287
36.7,-149.8,-0.783167535983391,0.17448978762986
37.7,-149.8,-0.742583526344176,0.154108898019181
38.7,-149.8,-0.701735410229808,0.134016540044726
39.7,-149.8,-0.66052548825279,0.114294922151971
40.7,-149.8,-0.618856061025625,0.0950262527863922
41.7,-149.8,-0.576629429160815,0.0762927403934659
42.7,-149.8,-0.533747519553411,0.0581753531971731
43.7,-149.8,-0.490102812397421,0.0407215893848666
44.7,-149.8,-0.445573188354133,0.0240224120394914
45.7,-149.8,-0.399327299909871,0.00826821192616622
46.7,-149.8,-0.351477225679149,-0.006709623933311
47.7,-149.8,-0.302656603456743,-0.0212104865572732
48.7,-149.8,-0.253499071037426,-0.0355337669640535
49.7,-149.8,-0.204638266215973,-0.0499788561719847
29.7,-148.8,-1.06754579576905,0.329352648230535
30.7,-148.8,-1.02638495412607,0.310143175814206
31.7,-148.8,-0.985682274966628,0.290240548823119
32.7,-148.8,-0.94533729293361,0.269790528652195
33.7,-148.8,-0.905249542669902,0.248938876696352
34.7,-148.8,-0.865318558818392,0.227831354350512
35.7,-148.8,-0.825443876021966,0.206613723009594
36.7,-148.8,-0.785525028923513,0.185431744068518
37.7,-148.8,-0.745461552165919,0.164431178922205
38.7,-148.8,-0.705152980392071,0.143757788965574
39.7,-148.8,-0.664498848244857,0.123557335593547
40.7,-148.8,-0.623398690367164,0.103975580201042
41.7,-148.8,-0.581752041401878,0.08515828418298
42.7,-148.8,-0.539454296773932,0.0672376253264792
43.7,-148.8,-0.496296398028521,0.0499778325700492
